FECHA;HORA;ACO;AJM;AJU;ATI;BJU;CAM;CCA;CHO;COY;CUA;CUT;FAC;GAM;HGM;INN;IZT;LLA;LPR;MER;MGH;MON;MPA;NEZ;PED;SAG;SFE;SJA;TAH;TLA;TLI;UAX;UIZ;VIF;XAL
16/10/2018;1;-99;26;-99;5;15;0;12;9;-99;1;4;1;1;17;6;15;1;8;9;1;-99;-99;14;8;8;1;-99;18;5;6;15;10;2;1
16/10/2018;2;-99;26;-99;9;9;0;9;8;-99;3;2;1;1;5;7;11;1;10;5;3;-99;-99;13;9;1;1;-99;16;5;4;11;12;0;2
16/10/2018;3;-99;18;-99;11;5;0;6;7;-99;8;4;3;1;4;7;6;2;4;3;6;-99;-99;10;6;1;1;-99;14;8;6;7;7;0;0
16/10/2018;4;-99;9;-99;9;7;1;1;6;-99;7;8;3;1;5;6;4;3;1;2;6;-99;-99;7;5;2;0;-99;10;5;3;5;1;0;0
16/10/2018;5;-99;12;-99;7;1;1;0;2;-99;2;4;6;1;2;4;1;1;1;1;1;-99;-99;2;4;2;1;-99;7;2;1;1;2;1;0
16/10/2018;6;-99;6;-99;2;1;1;0;1;-99;1;3;1;1;1;0;0;1;1;1;3;-99;-99;1;1;1;1;-99;5;1;1;1;1;1;1
16/10/2018;7;-99;8;-99;1;1;1;0;0;-99;1;4;2;1;1;1;0;1;1;1;2;-99;-99;1;0;1;0;-99;1;1;1;1;1;1;0
16/10/2018;8;-99;13;-99;5;4;2;1;1;-99;9;7;2;1;2;5;2;2;2;2;2;-99;-99;1;2;1;2;-99;2;2;3;1;2;4;1
16/10/2018;9;-99;16;-99;11;6;5;8;3;-99;11;13;7;4;3;5;4;7;8;3;4;-99;-99;4;8;4;9;-99;6;5;9;5;3;10;3
16/10/2018;10;-99;19;-99;17;14;12;-99;11;-99;16;18;17;11;6;15;12;15;19;8;13;-99;-99;11;18;13;17;-99;15;9;17;13;7;21;9
16/10/2018;11;-99;28;-99;28;26;22;-99;29;-99;27;28;31;32;14;20;20;29;29;19;23;-99;-99;29;28;32;31;-99;32;26;30;-99;22;31;24
16/10/2018;12;-99;41;-99;41;43;39;-99;49;-99;38;38;45;46;33;29;37;38;43;35;39;-99;-99;43;40;41;42;-99;-99;33;44;-99;30;39;43
16/10/2018;13;-99;58;-99;56;62;59;-99;61;-99;52;40;56;70;50;38;57;42;53;56;54;-99;-99;69;62;49;55;-99;-99;51;56;-99;45;39;46
16/10/2018;14;-99;67;-99;59;83;80;66;52;-99;63;40;70;84;74;51;78;45;66;75;70;-99;-99;89;81;64;69;-99;53;69;57;-99;63;40;61
16/10/2018;15;-99;73;-99;51;90;85;80;42;-99;75;39;79;82;84;65;84;49;49;82;82;-99;-99;82;101;60;86;-99;60;55;47;68;69;43;54
16/10/2018;16;-99;74;-99;40;83;56;72;42;-99;83;35;59;71;71;53;65;43;43;56;78;-99;-99;54;93;46;93;-99;45;39;40;65;50;38;45
16/10/2018;17;-99;46;-99;27;52;34;47;40;-99;45;30;24;46;46;42;43;43;31;23;48;-99;-99;46;54;50;59;-99;44;25;34;40;36;34;44
16/10/2018;18;-99;46;-99;20;35;25;27;30;-99;34;24;14;39;34;39;33;42;37;28;27;-99;-99;38;38;39;40;-99;38;11;39;37;28;34;36
16/10/2018;19;-99;38;-99;32;27;28;22;27;-99;20;24;16;33;25;34;16;34;33;14;20;-99;-99;23;25;30;17;-99;32;24;34;29;22;23;27
16/10/2018;20;-99;32;-99;25;27;12;20;20;-99;21;9;24;13;22;16;12;13;16;8;24;-99;-99;22;17;15;23;-99;28;25;3;23;10;9;11
16/10/2018;21;-99;16;-99;25;23;13;13;10;-99;20;9;25;16;18;3;13;17;14;13;20;-99;-99;23;14;17;23;-99;19;26;1;20;16;9;15
16/10/2018;22;-99;15;-99;19;13;11;10;7;-99;24;11;13;7;12;4;11;20;17;7;19;-99;-99;17;13;20;27;-99;20;13;5;18;10;8;6
16/10/2018;23;-99;15;-99;20;13;5;9;4;-99;20;11;9;5;11;18;8;6;11;6;15;-99;-99;6;13;10;18;-99;14;12;9;14;5;6;4
16/10/2018;24;-99;10;-99;14;9;5;7;5;-99;21;12;8;4;8;12;7;10;10;7;8;-99;-99;2;10;8;19;-99;9;9;4;12;4;13;8
17/10/2018;1;-99;10;-99;9;6;2;5;0;-99;18;13;14;9;7;12;4;8;13;2;7;-99;-99;4;7;9;4;-99;11;3;6;9;2;11;13
17/10/2018;2;-99;11;-99;9;4;2;7;1;-99;13;12;10;15;3;10;1;9;14;2;9;-99;-99;6;9;12;11;-99;10;5;9;4;3;9;16
17/10/2018;3;-99;12;-99;12;10;2;9;1;-99;12;6;11;9;5;10;0;10;16;2;8;-99;-99;8;11;13;12;-99;7;6;8;3;2;11;14
17/10/2018;4;-99;14;-99;5;9;5;11;0;-99;15;6;12;9;2;6;3;7;12;3;9;-99;-99;5;13;11;14;-99;6;3;8;6;1;10;13
17/10/2018;5;-99;15;-99;1;6;1;9;1;-99;14;5;9;2;1;5;1;4;9;3;6;-99;-99;4;12;7;11;-99;3;2;2;4;1;2;4
17/10/2018;6;-99;12;-99;1;2;1;3;1;-99;9;6;2;1;1;-99;0;2;4;2;2;-99;-99;1;4;3;7;-99;2;1;1;1;1;1;1
17/10/2018;7;-99;6;-99;0;1;1;1;0;-99;6;5;1;1;1;6;0;1;3;2;0;-99;-99;2;3;2;8;-99;1;1;1;1;1;1;1
17/10/2018;8;-99;7;-99;3;4;5;2;2;-99;8;7;5;3;3;11;2;3;8;4;3;-99;-99;4;5;4;9;-99;1;3;3;1;2;5;8
17/10/2018;9;-99;13;-99;10;8;9;8;5;-99;11;16;13;14;5;16;8;12;15;8;7;-99;-99;9;12;11;14;-99;3;8;11;6;7;13;11
17/10/2018;10;-99;18;-99;16;14;11;13;11;-99;17;18;16;19;9;21;14;16;22;13;12;-99;-99;16;18;16;19;-99;10;11;18;13;11;19;15
17/10/2018;11;-99;-99;-99;14;13;12;12;17;-99;16;21;20;22;7;20;16;20;20;14;11;-99;-99;23;16;21;16;-99;13;13;19;-99;17;21;20
17/10/2018;12;-99;-99;-99;15;21;20;16;22;-99;17;24;22;24;14;19;16;22;22;17;17;-99;-99;28;20;23;16;-99;18;19;16;-99;13;15;24
17/10/2018;13;-99;-99;-99;16;24;18;16;26;-99;18;26;22;28;18;20;23;23;25;18;19;-99;-99;28;17;24;21;-99;19;18;22;-99;-99;20;23
17/10/2018;14;-99;-99;-99;21;19;20;12;27;-99;21;27;27;29;14;21;18;25;28;18;14;-99;-99;27;14;26;23;-99;27;25;26;18;12;27;24
17/10/2018;15;-99;23;-99;26;20;19;17;23;-99;19;27;24;28;21;23;23;26;28;21;17;-99;-99;25;21;23;22;-99;24;26;26;16;19;26;21
17/10/2018;16;-99;14;-99;21;24;18;16;18;-99;18;25;21;25;21;21;20;25;25;22;17;-99;-99;22;15;21;17;-99;20;23;24;18;18;25;19
17/10/2018;17;-99;12;-99;19;19;16;15;13;-99;14;22;17;23;19;15;15;24;24;18;14;-99;-99;20;16;19;16;-99;19;19;22;17;16;22;15
17/10/2018;18;-99;13;-99;14;17;14;14;5;-99;12;19;13;19;15;13;12;19;21;16;9;-99;-99;14;16;14;13;-99;14;16;19;16;11;18;11
17/10/2018;19;-99;9;-99;11;12;10;11;4;-99;9;15;10;11;9;14;8;9;18;10;9;-99;-99;10;10;9;11;-99;9;13;12;11;8;11;8
17/10/2018;20;-99;8;-99;7;10;5;7;1;-99;7;13;3;12;10;13;6;4;18;9;6;-99;-99;9;9;6;4;-99;3;7;5;7;6;10;9
17/10/2018;21;-99;8;-99;5;10;5;7;1;-99;3;12;5;8;10;14;6;4;19;7;3;-99;-99;9;5;7;4;-99;4;10;10;6;6;12;10
17/10/2018;22;-99;8;-99;5;11;8;9;3;-99;5;11;5;9;12;13;7;7;21;9;4;-99;-99;11;4;8;5;-99;7;7;5;2;5;8;13
17/10/2018;23;-99;6;-99;9;11;7;5;7;-99;9;5;10;15;9;15;12;9;23;13;6;-99;-99;13;6;13;7;-99;8;8;9;7;5;5;17
17/10/2018;24;-99;8;-99;8;8;6;5;7;-99;13;5;14;15;8;17;15;11;24;16;6;-99;-99;16;7;14;11;-99;9;8;13;12;9;12;17
18/10/2018;1;-99;13;-99;10;8;7;9;9;-99;14;7;14;17;8;17;15;14;24;18;10;-99;-99;16;12;15;13;-99;11;8;12;7;9;13;20
18/10/2018;2;-99;14;-99;12;10;10;11;13;-99;15;7;13;20;14;16;17;15;24;20;9;-99;-99;16;12;16;14;-99;10;8;11;8;11;14;22
18/10/2018;3;-99;15;-99;14;9;5;8;13;-99;16;9;15;22;9;17;14;15;23;12;7;-99;-99;18;11;17;13;-99;11;8;7;15;11;11;22
18/10/2018;4;-99;16;-99;16;7;7;11;11;-99;19;12;19;17;3;18;6;10;21;10;11;-99;-99;17;15;14;17;-99;14;7;7;6;11;10;18
18/10/2018;5;-99;16;-99;12;6;4;13;4;-99;18;10;16;13;4;19;3;5;17;5;6;-99;-99;11;16;9;17;-99;10;2;6;5;7;5;16
18/10/2018;6;-99;11;-99;3;2;2;3;3;-99;13;13;5;6;2;17;2;3;13;6;1;-99;-99;6;6;4;11;-99;4;2;1;3;3;2;12
18/10/2018;7;-99;6;-99;2;2;1;1;2;-99;10;9;3;7;1;15;0;1;16;3;1;-99;-99;2;3;2;10;-99;5;1;1;2;2;1;11
18/10/2018;8;-99;7;-99;5;3;3;2;4;-99;8;8;5;10;3;15;5;3;19;7;2;-99;-99;5;3;3;7;-99;5;4;3;2;4;4;12
18/10/2018;9;-99;8;-99;9;7;7;4;9;-99;8;9;7;14;6;14;11;6;16;8;5;-99;-99;8;6;8;8;-99;11;7;6;9;8;11;13
18/10/2018;10;-99;11;-99;13;11;10;6;15;-99;12;14;13;17;9;14;12;9;18;13;7;-99;-99;12;10;11;12;-99;14;9;10;12;-99;14;16
18/10/2018;11;-99;15;-99;14;14;14;10;16;-99;15;20;16;20;14;16;17;15;23;16;11;-99;-99;16;13;16;-99;-99;21;13;18;17;-99;18;18
18/10/2018;12;-99;16;-99;19;17;17;14;19;-99;16;21;18;24;15;19;18;18;25;15;14;-99;-99;21;17;19;-99;-99;25;19;21;22;-99;22;22
18/10/2018;13;-99;27;-99;22;24;20;22;25;-99;20;20;21;27;17;18;24;20;27;17;19;-99;-99;21;26;22;-99;-99;29;22;22;25;19;26;23
18/10/2018;14;-99;33;-99;20;27;12;28;20;-99;27;20;19;23;18;20;21;18;23;15;23;-99;-99;17;32;17;-99;-99;29;12;19;28;16;23;17
18/10/2018;15;-99;28;-99;15;14;12;20;27;-99;20;17;12;20;7;24;11;18;22;13;12;-99;-99;19;21;17;18;-99;32;15;17;24;10;20;17
18/10/2018;16;-99;19;-99;19;18;17;16;27;-99;18;18;21;21;15;20;19;21;24;17;16;-99;-99;24;19;20;17;-99;25;14;16;21;17;19;20
18/10/2018;17;-99;15;-99;21;12;12;12;21;-99;19;15;20;20;8;20;12;22;21;14;15;-99;-99;20;16;18;15;-99;24;13;16;14;14;17;13
18/10/2018;18;-99;14;-99;13;7;6;9;11;-99;15;18;13;19;6;20;10;16;19;12;9;-99;-99;15;13;14;14;-99;10;7;14;12;13;18;12
18/10/2018;19;-99;10;-99;9;13;5;8;11;-99;12;14;7;13;12;16;10;5;17;12;5;-99;-99;12;9;11;8;-99;7;9;10;14;8;15;9
18/10/2018;20;-99;10;-99;10;9;5;8;14;-99;11;16;7;12;9;14;10;5;19;8;3;-99;-99;11;5;11;6;-99;4;9;10;12;7;14;7
18/10/2018;21;-99;5;-99;9;9;6;6;14;-99;10;17;9;12;10;13;8;7;20;6;4;-99;-99;11;5;13;6;-99;5;6;10;9;8;13;10
18/10/2018;22;-99;4;-99;10;13;4;7;13;-99;12;19;9;13;12;15;9;5;22;8;4;-99;-99;12;3;13;8;-99;8;9;9;9;9;10;13
18/10/2018;23;-99;8;-99;13;7;3;6;16;-99;13;16;13;13;5;15;9;11;23;11;7;-99;-99;13;7;9;10;-99;10;5;9;9;6;9;16
18/10/2018;24;-99;12;-99;14;7;3;11;9;-99;15;14;15;15;3;14;3;12;22;4;11;-99;-99;7;13;12;12;-99;10;7;11;7;5;10;17
19/10/2018;1;-99;15;-99;13;10;4;13;6;-99;16;13;16;10;6;16;3;12;19;2;13;-99;-99;9;15;14;13;-99;7;7;10;6;1;7;20
19/10/2018;2;-99;15;-99;14;9;3;13;4;-99;16;9;16;13;2;16;2;15;22;4;12;-99;-99;2;15;14;15;-99;8;7;8;8;1;8;18
19/10/2018;3;-99;16;-99;15;10;2;14;1;-99;17;11;16;12;3;17;2;13;20;3;11;-99;-99;1;16;14;16;-99;8;7;3;7;1;7;16
19/10/2018;4;-99;16;-99;11;12;3;13;0;-99;16;9;18;6;5;17;1;8;7;2;10;-99;-99;7;16;11;14;-99;7;11;3;6;1;7;10
19/10/2018;5;-99;13;-99;6;11;3;11;1;-99;14;8;14;2;6;15;2;6;9;2;9;-99;-99;2;12;7;13;-99;5;6;1;7;1;2;3
19/10/2018;6;-99;9;-99;2;6;1;7;0;-99;12;6;5;1;2;9;1;4;5;1;5;-99;-99;1;7;4;9;-99;4;3;1;4;1;0;7
19/10/2018;7;-99;6;-99;1;3;1;2;0;-99;8;7;5;1;1;9;0;3;7;2;1;-99;-99;1;2;1;7;-99;1;1;1;1;1;1;9
19/10/2018;8;-99;5;-99;2;6;2;4;4;-99;10;6;8;3;3;13;2;8;13;3;6;-99;-99;3;5;6;11;-99;4;2;2;3;2;2;8
19/10/2018;9;-99;16;-99;12;10;7;9;9;-99;13;10;14;13;5;16;5;10;22;6;12;-99;-99;10;11;10;15;-99;11;8;6;7;4;9;12
19/10/2018;10;-99;14;-99;15;11;18;11;15;-99;14;17;10;20;11;14;11;14;21;14;-99;-99;-99;16;10;16;13;-99;13;12;14;13;10;17;17
19/10/2018;11;-99;19;-99;20;24;17;17;23;-99;11;21;11;25;18;17;20;19;25;20;-99;-99;-99;21;15;-99;15;-99;22;15;20;21;18;20;21
19/10/2018;12;-99;29;-99;21;27;19;25;34;-99;19;21;21;26;19;20;29;21;24;23;-99;-99;-99;33;25;23;21;-99;36;13;23;33;26;20;24
19/10/2018;13;-99;37;-99;26;39;31;36;45;-99;33;24;31;31;29;22;39;25;23;34;-99;-99;-99;40;40;27;34;-99;47;25;28;39;34;25;24
19/10/2018;14;-99;50;-99;35;48;35;49;46;-99;44;30;40;34;35;31;46;28;27;35;37;-99;-99;44;50;30;46;-99;54;30;33;52;36;27;26
19/10/2018;15;-99;54;-99;31;46;30;45;35;-99;46;28;38;31;31;38;38;24;28;27;34;-99;-99;39;54;25;51;-99;58;27;30;53;33;26;27
19/10/2018;16;-99;41;-99;27;26;17;27;29;-99;36;23;30;19;23;43;22;19;26;16;19;-99;-99;18;30;22;36;-99;41;17;22;31;22;20;22
19/10/2018;17;-99;18;-99;21;9;11;10;22;-99;19;10;18;19;9;30;5;15;22;10;7;-99;-99;11;13;16;15;-99;23;12;15;14;-99;13;15
19/10/2018;18;-99;15;-99;16;5;2;6;7;-99;10;10;9;14;3;17;2;5;15;4;3;-99;-99;7;7;7;6;-99;12;5;4;6;1;8;11
19/10/2018;19;-99;13;-99;6;1;1;1;2;-99;10;9;5;4;1;15;0;2;15;1;4;-99;-99;1;2;5;10;-99;6;4;2;2;0;5;9
19/10/2018;20;-99;8;-99;6;1;1;1;0;-99;7;12;4;5;1;16;0;2;13;2;1;-99;-99;1;2;1;6;-99;6;4;3;1;0;5;7
19/10/2018;21;-99;2;-99;7;3;2;1;0;-99;4;8;6;5;2;10;1;3;10;3;1;-99;-99;2;1;2;4;-99;2;5;2;1;1;2;10
19/10/2018;22;-99;3;-99;5;1;3;1;0;-99;8;7;8;9;2;11;1;5;11;2;0;-99;-99;1;3;6;7;-99;0;3;4;1;2;4;13
19/10/2018;23;-99;5;-99;9;3;3;1;0;-99;10;6;9;10;2;15;1;6;15;6;1;-99;-99;3;3;8;9;-99;1;4;4;1;4;7;13
19/10/2018;24;-99;6;-99;13;3;5;2;0;-99;10;6;11;12;4;13;6;6;19;10;2;-99;-99;6;3;8;9;-99;3;3;4;2;3;11;14
20/10/2018;1;-99;9;-99;15;3;7;4;1;-99;13;10;14;13;1;14;2;9;18;3;6;-99;-99;6;9;9;12;-99;3;2;2;2;5;6;15
20/10/2018;2;-99;11;-99;15;5;7;10;2;-99;14;10;14;6;1;14;2;9;18;2;7;-99;-99;9;13;11;13;-99;2;2;3;2;1;3;17
20/10/2018;3;-99;14;-99;14;3;5;10;2;-99;14;13;15;17;1;14;2;10;14;3;5;-99;-99;10;13;10;13;-99;3;3;2;3;1;4;17
20/10/2018;4;-99;13;-99;11;2;1;7;0;-99;13;13;14;12;2;12;1;8;11;3;4;-99;-99;5;12;11;12;-99;3;1;3;1;2;4;12
20/10/2018;5;-99;12;-99;11;1;4;6;0;-99;12;9;11;9;2;13;1;4;13;4;2;-99;-99;7;10;7;11;-99;0;2;3;1;1;1;11
20/10/2018;6;-99;6;-99;10;3;1;1;0;-99;10;8;10;9;1;11;1;4;11;2;0;-99;-99;4;2;5;8;-99;0;1;1;1;1;0;8
20/10/2018;7;-99;4;-99;6;1;1;1;0;-99;9;9;9;1;1;12;0;4;7;2;0;-99;-99;1;2;2;7;-99;0;1;1;1;1;1;6
20/10/2018;8;-99;8;-99;10;4;5;4;1;-99;11;11;9;4;3;9;4;7;10;5;4;-99;-99;5;6;7;10;-99;2;5;4;3;2;5;10
20/10/2018;9;-99;12;-99;14;13;7;9;4;-99;14;14;15;13;5;15;6;12;19;9;11;-99;-99;11;11;13;17;-99;3;9;12;5;5;13;16
20/10/2018;10;-99;12;-99;14;11;8;10;11;-99;15;17;8;20;6;17;10;15;21;12;8;-99;-99;16;10;15;16;-99;8;11;14;10;9;18;17
20/10/2018;11;-99;17;-99;18;13;13;10;19;-99;11;24;11;24;10;19;19;23;22;15;11;-99;-99;21;14;23;14;-99;13;13;22;14;17;25;22
20/10/2018;12;-99;22;-99;17;25;23;17;30;-99;17;25;23;28;21;20;29;26;22;26;19;-99;-99;35;19;28;20;-99;29;20;22;26;24;29;20
20/10/2018;13;-99;34;-99;29;42;33;35;41;-99;26;22;34;37;36;23;48;30;28;39;38;-99;-99;46;38;31;29;-99;47;28;31;39;40;29;30
20/10/2018;14;-99;49;-99;33;52;37;47;48;-99;41;30;41;39;34;34;47;23;27;33;45;-99;-99;42;52;27;46;-99;60;30;32;59;40;27;29
20/10/2018;15;-99;52;-99;30;45;31;49;30;-99;45;29;34;31;34;40;40;22;26;34;36;-99;-99;33;52;24;49;-99;57;25;27;51;34;27;26
20/10/2018;16;-99;33;-99;28;31;29;30;27;-99;26;21;28;29;27;39;29;20;25;28;25;-99;-99;28;31;22;27;-99;31;22;27;34;25;25;24
20/10/2018;17;-99;21;-99;22;25;22;24;28;-99;24;16;26;24;20;25;22;19;18;19;21;-99;-99;22;24;20;25;-99;25;20;19;24;18;18;23
20/10/2018;18;-99;18;-99;16;17;10;17;9;-99;20;11;19;17;13;22;12;10;18;11;16;-99;-99;15;20;12;19;-99;16;11;11;15;13;12;18
20/10/2018;19;-99;12;-99;10;10;9;8;4;-99;16;6;12;11;9;18;9;12;17;8;6;-99;-99;9;10;11;13;-99;-99;7;11;10;8;15;9
20/10/2018;20;-99;9;-99;10;9;11;8;2;-99;9;12;11;11;8;14;8;8;19;10;8;-99;-99;12;8;8;8;-99;-99;13;14;10;8;14;11
20/10/2018;21;-99;6;-99;8;11;12;2;2;-99;9;13;11;12;12;12;7;9;19;8;7;-99;-99;11;3;10;6;-99;-99;13;7;7;8;15;15
20/10/2018;22;-99;6;-99;11;15;12;10;4;-99;7;16;8;18;15;16;11;6;21;13;10;-99;-99;14;7;13;7;-99;-99;10;15;10;11;18;15
20/10/2018;23;-99;12;-99;18;17;10;13;3;-99;11;11;14;15;16;17;13;8;25;14;7;-99;-99;16;-99;15;9;-99;-99;14;16;15;15;16;15
20/10/2018;24;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
21/10/2018;1;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
21/10/2018;2;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
21/10/2018;3;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
21/10/2018;4;-99;19;20;14;9;6;11;9;-99;16;10;10;20;6;18;7;11;-99;10;5;-99;-99;14;-99;14;15;-99;10;7;-99;9;5;8;16
21/10/2018;5;-99;18;19;14;6;7;8;7;-99;15;9;12;17;3;14;4;10;23;6;4;-99;-99;12;-99;10;12;-99;11;6;12;10;4;10;16
21/10/2018;6;-99;16;20;14;4;4;7;8;-99;15;8;12;15;2;15;1;10;22;5;7;-99;-99;11;-99;8;12;-99;11;2;7;5;1;10;13
21/10/2018;7;-99;13;19;12;3;3;6;4;-99;14;6;10;14;2;17;1;9;22;7;4;18;-99;8;-99;6;10;-99;5;5;6;2;3;10;15
21/10/2018;8;-99;15;18;11;4;4;5;6;-99;12;7;8;13;5;18;8;11;21;7;3;16;-99;9;-99;8;10;-99;5;4;9;5;5;8;13
21/10/2018;9;-99;18;18;13;11;10;8;14;-99;13;16;12;19;7;17;9;15;19;8;8;19;-99;16;-99;11;14;-99;9;10;14;9;12;18;19
21/10/2018;10;-99;19;19;18;13;15;15;21;-99;15;19;17;24;10;16;12;17;23;15;13;26;-99;24;-99;15;17;-99;18;17;18;11;18;21;21
21/10/2018;11;-99;19;18;20;18;20;14;26;-99;18;21;21;27;14;18;17;22;23;22;18;28;-99;23;-99;19;18;-99;17;19;23;14;17;23;25
21/10/2018;12;-99;20;23;24;18;25;16;26;-99;20;24;24;29;15;20;18;24;25;23;18;29;-99;23;-99;22;21;-99;24;24;25;20;15;25;26
21/10/2018;13;-99;26;24;27;22;26;23;24;-99;22;21;26;29;17;20;21;25;26;17;18;29;-99;26;-99;22;24;-99;27;26;26;26;17;25;25
21/10/2018;14;-99;27;24;20;19;23;23;21;-99;22;20;22;26;15;21;15;23;24;17;18;27;-99;23;25;20;25;-99;26;19;22;23;13;24;23
21/10/2018;15;-99;21;25;20;17;22;17;21;-99;16;19;20;25;15;18;13;18;22;20;16;26;-99;23;17;16;19;-99;25;18;21;21;13;20;23
21/10/2018;16;-99;16;19;19;12;18;12;18;-99;16;15;20;21;17;18;11;17;22;17;15;28;-99;22;13;17;14;-99;19;16;17;12;10;14;22
21/10/2018;17;-99;14;18;14;11;11;11;16;-99;15;18;18;21;9;17;10;17;20;11;15;23;-99;19;10;15;12;-99;15;14;10;8;6;18;17
21/10/2018;18;-99;14;15;12;7;12;7;10;-99;15;18;13;19;11;13;10;13;20;14;7;19;-99;16;8;13;13;-99;15;13;17;7;13;18;15
21/10/2018;19;-99;10;13;12;10;11;3;6;-99;8;17;9;16;14;10;9;7;20;13;8;14;-99;12;3;6;9;-99;12;10;13;9;10;12;13
21/10/2018;20;-99;3;12;8;11;10;6;1;-99;8;15;10;9;11;10;5;5;18;7;7;14;-99;9;3;4;8;-99;7;4;9;10;8;11;12
21/10/2018;21;-99;6;7;8;6;7;4;0;-99;9;14;8;11;6;10;3;3;20;5;1;16;-99;8;2;7;6;-99;4;1;6;2;2;7;12
21/10/2018;22;-99;6;9;6;2;1;1;1;-99;10;6;9;13;2;10;3;6;21;4;3;11;-99;6;3;3;9;-99;3;3;8;1;2;9;16
21/10/2018;23;-99;8;11;9;2;2;4;2;-99;12;5;10;15;2;12;1;7;21;2;6;12;-99;5;7;6;10;-99;1;2;10;1;1;12;17
21/10/2018;24;-99;11;13;11;2;4;4;3;-99;13;7;13;17;4;11;2;8;23;3;5;4;-99;10;7;6;11;-99;2;2;8;2;1;10;17
22/10/2018;1;-99;11;14;13;4;3;5;1;-99;14;7;14;18;1;13;2;12;22;2;7;2;-99;11;9;11;12;-99;4;5;6;1;3;10;18
22/10/2018;2;-99;13;12;13;5;2;7;2;-99;14;6;16;13;3;11;2;14;19;2;7;1;-99;12;10;12;13;-99;4;5;3;5;1;12;19
22/10/2018;3;-99;13;10;13;10;2;9;3;-99;15;7;15;7;4;12;2;14;6;2;10;2;-99;7;11;12;15;-99;6;2;4;8;1;6;16
22/10/2018;4;-99;14;13;13;8;2;9;1;-99;15;6;14;9;2;12;1;9;11;2;6;1;-99;3;9;10;12;-99;7;3;3;8;1;2;12
22/10/2018;5;-99;7;12;8;2;2;5;0;-99;14;7;11;5;1;9;0;7;5;2;3;1;-99;6;7;5;11;-99;6;0;2;3;1;1;4
22/10/2018;6;-99;5;11;4;1;1;1;0;-99;10;5;4;1;1;6;0;2;1;1;0;1;-99;1;2;0;7;-99;2;0;1;1;1;1;0
22/10/2018;7;-99;1;10;3;1;1;0;0;-99;6;6;1;1;1;6;0;2;2;1;0;1;-99;1;1;0;4;-99;1;2;2;1;1;1;0
22/10/2018;8;-99;3;9;4;2;2;1;1;-99;5;6;3;1;1;6;1;5;4;2;1;2;-99;2;2;2;3;-99;1;3;3;1;1;6;5
22/10/2018;9;-99;5;11;6;5;8;3;4;-99;8;12;7;5;4;13;4;10;7;4;5;7;-99;7;6;-99;8;-99;3;6;7;3;3;10;9
22/10/2018;10;-99;10;17;12;12;12;10;12;-99;10;17;13;18;9;16;10;15;18;11;12;13;-99;16;11;-99;10;-99;14;13;13;9;6;16;-99
22/10/2018;11;-99;20;28;26;20;19;19;26;-99;17;25;21;29;13;20;23;24;28;25;21;25;-99;23;17;-99;22;-99;24;21;27;22;18;26;-99
22/10/2018;12;-99;31;33;33;39;38;32;36;-99;26;36;29;39;27;23;39;41;35;39;34;41;-99;38;34;-99;32;-99;35;32;38;36;35;37;-99
22/10/2018;13;-99;40;35;51;53;56;45;34;-99;42;49;49;54;47;31;53;55;50;56;48;61;-99;54;49;52;45;-99;37;53;54;46;46;52;-99
22/10/2018;14;-99;39;37;66;47;57;37;32;-99;40;64;55;59;44;33;41;67;61;51;48;54;-99;44;40;62;41;-99;36;64;64;37;39;69;-99
22/10/2018;15;-99;36;35;60;38;41;33;30;-99;36;73;42;45;35;31;37;54;45;39;35;41;34;39;38;45;35;-99;33;46;52;33;-99;68;-99
22/10/2018;16;-99;29;31;40;36;37;29;28;-99;30;57;33;37;33;25;32;42;37;33;29;37;33;33;33;35;31;-99;30;39;43;31;-99;49;-99
22/10/2018;17;-99;28;30;31;32;31;27;28;-99;26;42;26;31;28;26;30;33;30;30;25;33;32;30;31;29;27;-99;30;32;36;29;-99;37;-99
22/10/2018;18;-99;28;29;24;28;25;25;28;-99;20;26;17;26;25;26;23;28;21;23;18;26;32;28;28;23;23;-99;28;25;27;26;-99;24;21
22/10/2018;19;-99;29;23;10;25;18;19;16;-99;7;8;6;16;20;14;18;20;10;16;11;21;29;19;26;16;8;-99;25;12;19;24;-99;15;10
22/10/2018;20;-99;26;19;7;20;16;18;10;-99;5;2;2;13;14;-99;11;11;8;12;7;20;28;8;22;12;1;-99;23;10;14;19;-99;8;5
22/10/2018;21;-99;26;19;1;15;10;18;10;-99;3;1;1;7;13;7;12;6;3;10;2;17;24;5;12;5;3;-99;16;2;15;13;-99;12;5
